Source.Name,Date,Season,Location,Max wind (MPH),Max wind (town),Town,Average wind (mph),Wind direction,Air temperature (C),Air temperature (C) (town),Wind chill temperature (C),Snow depth (CM),Snow depth in drifts (CM),Snow level (m),Cloud base (m),Cloud base comment,Oberservor,Report
CLEAN 2017-2018.xlsx,06/12/2017,2017 - 2018,Helvellyn summit,55.9,,,43.6,W,3.7,,-6.1,,,,,Not recorded,,"A dry but overcast morning turned to heavy rain with a little sleet at height in the afternoon. This, coupled with strong winds and poor visibility made for a challenging ascent of Helvellyn today. The cloud base was around 700m, and at Red Tarn the wind was gusting 45mph and changing direction constantly. The assessor was knocked off his feet a few times here. Once on the Edges, in the lee of Helvellyn, the going was easier, with just wet rock underfoot to contend with, until the plateau was reached. On Striding Edge there is no snow until the last 20m where the ridge abuts onto the plateau. This today was soft and wet. On Swirral Edge there are only a few small patches of icy snow, again in the last 20m-30m, but on Swirral this can be avoided easily now. This will, of course, change should the forecasted snow come over the next few days. With visibility reduced to just 10m at times good navigation skills were required on the summit plateau, as was a robust sense of humour. In addition to map and compass, full waterproofs, warmth layers, and winter boots are essential for anyone heading into the high fells. Looking at forecasts for tomorrow and into the weekend, an ice axe and crampons, and more warmth layers will become essential too for safe walking in the hills."
CLEAN 2017-2018.xlsx,05/12/2017,2017 - 2018,Helvellyn summit,35.8,,,18.5,W,0.6,,-9.8,,,,,Not recorded,,"A windy day of low cloud on Helvellyn, although still mild overall. There is currently only snow of any significance on Helvellyn on the highest reaches of the eastern side of the mountain. For walkers, that means the exits from both Swirral Edge and Striding Edge are both still snowbound, albeit with just a short bank of steep soft snow on Striding, and slushy ice on Swirral. These places require care, and as the temperatures drop over the next couple of days, both of these places are likely to become treacherous for anyone not using an ice axe and crampons, especially if we get the forecasted snow from Thursday onwards. Elsewhere, the snow on the fells is restricted to just a few patches of easily avoidable wet stuff. On Helvellyn today a map and compass were essential, as visibility was reduced at times to just 10 metres or so. With a cloud base varying from 550m to 700m, anywhere above that height gave navigational issues, and the assessor today met quite a few people who were not sure of how to find their paths back down off the mountain. Obviously, if you see an assessor and need help, feel free to ask, but being prepared in the first place is key, as you might not find an assessor where or when you need one! Full waterproofs and warmth layers, as well as a headtorch are also important if you want to enjoy your time walking the high fells, and to #summitsafely"
CLEAN 2017-2018.xlsx,04/12/2017,2017 - 2018,Helvellyn summit,30.7,,,15.9,W,2.4,,-4.6,,,,,Not recorded,,"Another damp and mild day on Helvellyn. The snow has all but gone from much of the mountain, with just a few patches lingering above Red Tarn. Both Striding Edge and Swirral Edge are largely free of snow on the horizontal parts of the ridges, but both have snow on the final slopes leading onto the summit plateau. On Striding Edge this is soft, wet and deep (generally around 20cm, but up to 45cm in one or two places), and on Swirral Edge it is a narrow river of slushy ice. Take care crossing both of these exits. Obviously none of the winter climbs are in condition for climbing. Despite the drizzle and poor visibility today, it is still good to see people out enjoying the high fells. The Fell Top Assessor ran a mountain skills course today, which was a great success, focusing on mountain navigation, emergency procedures, and a little bit of ice axe instruction for the exits from Striding and Swirral Edges. Anyone heading onto the fells at present will need good waterproofs, warmth layers, winter boots, map and compass, and a headtorch. Come well equipped and you'll have a great time exploring the fells."
CLEAN 2017-2018.xlsx,03/12/2017,2017 - 2018,Helvellyn summit,15.6,,,8.6,NW,0.9,,-3.6,,,,,Not recorded,,"The thaw continues, with little snow on any route on Helvellyn. There are a few small patches on all the main walking routes, but with the exception of Striding Edge and Swirral Edge these patches can be avoided. On Swirral Edge there are areas where ice still lies between rocks, and the exit from the top of the ridge onto the summit plateau is a narrow runnel of dangerously slippery wet ice. Striding Edge has less ice on the ridge itself, but the exit onto the summit plateau here is a bank of steep, unstable snow to a depth of around 25cm in places. This snow is soft, and moves alarmingly when you walk on it. On the exits from both ridges you will need to take care, and don't be afraid to turn around if you get to the headwall and think it is unjustifiable. Interestingly, the windspeed on the summit plateau today was much less than on the col between Lower Man and Whiteside. Here on the col, the windspeed was gusting 37mph, giving a windchill of -13.2C! There are no winter climbs in condition in the Lake District at present. Please refrain from trying to find bits of ice or frozen turf to climb - all you will do is damage rare alpine flora, and may well cause damage to yourself or others, as all those spikes and boulders we use for belays when they are frozen in are currently loose and not suitable as anchors. With colder conditions set to return from mid-week, winter clothing and equipment should be carried by all going into the fells at present. Right now the high fells are great to explore, so pack your rucksack and head for the heights!"
CLEAN 2017-2018.xlsx,02/12/2017,2017 - 2018,Helvellyn summit,7.4,,,2.5,N,2.4,,1.2,,,,,Not recorded,,"A very different day on the high fells today. There is still some ice on paths where it has become compacted, but for the most part last night's thaw, which continued throughout today, has depleted much of the snow and ice that has been present over the last couple of days. On the paths, above 550m, where snow and ice remains, it is still hard and treacherous, making for very difficult walking conditions. This includes the paths on both Striding Edge and Swirral Edge. On Striding Edge today the rock was largely wet and slippery, with patches of slushy ice. The headwall leading onto the summit plateau was soft, slowly thawing snow to a depth of around 20cm, which in places had an ominous hollow sound to it as you kicked in your boot. This could potentially lead to a slide onto rocky and dangerous ground, so great care is needed here. On Swirral Edge the remaining snow and ice was firmer, but also very slippery. The bank of snow at the top of the ridge was very icy in places, also requiring great care. These conditions for walkers are extremely hazardous. Everything feels insecure underfoot, and with more rock showing than ice, crampons are often felt to not be needed in such terrain. There is no easy answer, other than to take your time, and take care, or to turn back if you find it is more hazardous than you hoped. With today's thaw it was surprising to see climbers in the gullies and on the buttresses above Red Tarn. These climbs couldn't have possibly have been in good condition, and given the well-forecasted thaw, it was a shame to see so many people ignoring the advice given in the BMC's White Guide for climbers, which asks climbers not to climb in these areas when the turf isn't fully frozen as this damages a delicate habitat for rare alpine plants. If you missed the small window of frozen conditions over the last couple of days, there will be others this winter. Please wait until the frozen ground returns. Even with warmer conditions full winter clothing and equipment should be carried in the high fells. This includes an ice axe and crampons, as a slight drop in temperature will soon turn everything to solid ice again."
CLEAN 2017-2018.xlsx,01/12/2017,2017 - 2018,Helvellyn summit,18.1,,,10.4,NE,-3.4,,-12,,,,,Not recorded,,"Welcome back to the Fell Top Conditions report from Helvellyn. Our reports will go live daily from today through until the end of Easter. Today there was some ice on paths at all levels, but this could largely be avoided up to around 650m. Above that height spikes were useful on easy, flat paths, but for any gradients crampons were needed. There is not a huge amount of snow on the fells of the Lake District at present, but that which is laying is on sheltered slopes, such as at the top of both Striding Edge and Swirral Edge. On the exits from these ridges the snow has banked out to give a thin layer (about 2cm) of windslab (wind-driven, hard snow on the surface), with graupel (hail) and dry powder beneath to a maximum depth of around 25cm. This is unstable, but currently not sufficient to pose any serious problems. On Helvellyn summit plateau the western-facing slopes are scoured of snow, but the ground surface is hard and icy. On the east-facing slopes you will find banks of snow, as above. There is a small cornice above Red Tarn, and there are crack lines appearing where this has already slumped slightly. Heading round towards Nethermost Pike the cornice above Lad Crag (which holds Nethermost Gully) is larger, and also slumping slightly. Today was a good day for winter climbers. Although the gullies haven't yet filled with snow, in some of the higher gullies (Catstycam Gully was climbed by the assessor today) there is currently thin but solid runnels of water-ice lower down, with good neve higher up. The turf in Catstycam Gully was frozen today, and it was good to see climbing teams in Number 1 and Number 2 Gullies as well as on some of the buttress routes above Red Tarn. However, the forecast is for milder conditions over the next few days, with temperatures at summit level hovering around zero to +2C. This could well mean that we will lose some of the ice, and that the turf will thaw. Please don't climb in the these sensitive areas if the turf isn't fully frozen. Walkers heading above the snowline will need full winter clothing, map and compass, a headtorch, and an ice axe and crampons. The assessor needed axe and crampons to make the traverse of Swirral and Striding Edges today. Let's hope that tomorrow is another great day in the fells, and that the slight thaw won't be too detrimental to the ice and frozen turf for the climbers. Some more snow, so the skiers can have some fun, would be nice too!"
CLEAN 2017-2018.xlsx,30/11/2017,2017 - 2018,Red Tarn,,,,,,,,,,,,,Not recorded,,"The fell top assessor team went out on a media day today, ready for the start of the new season on Friday 1st December. No readings were taken today, but there is snow above 600m, and ice on paths."
CLEAN 2017-2018.xlsx,27/12/2017,2017 - 2018,Helvellyn summit,6,,,5,NW,-4,,6,,,,,Not recorded,,hkhasd sadjflsajd asdlfjasldkjf alfjsldjflaskjdf asdjflasdjf
CLEAN 2018-2019.xlsx,05/03/2019,2018 - 2019,Helvellyn summit,0.9,,,0,NW,1.7,,1.7,,,,,Not recorded,,"An overnight frost refroze the snow pack and froze Red Tarn before a warm and sunny day began a slow thaw at all levels. By mid afternoon the snow was soft and sugary up to summit height apart from on shady north facing slopes. The patches of windslab noted in the previous few days are now reasonably consolidated and stable. There was a slight crust but this was generally non weight baring where it had been exposed to the sun. The lack of wind also meant that surface hoar crystals are beginning to form on the snow on shady north facing slopes. The snow level is between 400m & 600m depending on the amount of sunlight the slope has received ie a lower altitude on northerly aspects. Striding and Swirral Edges are in full winter condition and an ice axe and crampons are essential for anyone attempting them. The exit to Striding Edge is sporting a large cornice (snow overhang) This is easier on the left but still a significant obstacle above a large drop which must be overcome to reach the plateau. Swirral Edge is holding more snow and is almost totally buried with the easiest route being along the exposed snow crest. The cornices which have formed above the Red Tarn bowl now project some 5m-6m out into space. They are at their most unstable when the air temperature is above freezing, as it was today, so please give them a wide berth and advise others with less experience to do likewise. Summit temperatures are forecast to drop well below zero tonight which will refreeze the snow pack giving serious conditions for which an ice axe and crampons will be essential for anyone heading above the snowline, even on the easiest routes. On the “easy” Swirls route up Helvellyn (from Thirlmere), there is a steep section of unavoidable snow at Swirls Steep near Browncove Crags on which a simple slip not quickly arrested will have serious consequences. Climbers – The gullies are full of soft snow and beneath this the turf remains unfrozen, so please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,04/03/2019,2018 - 2019,Helvellyn summit,15.4,,,13.2,WSW,-2,,-9.1,,,,,Not recorded,,"Ignoring odd, insignificant patches of snow, the main snowline remains at around 500m. Similar to Tuesday, there was a slow daytime thaw below 700m. Above 500m, the average snow depth rises with height although the actual depth encountered varies considerably as the snow has fallen and subsequently been redistributed on strong predominantly W to SW winds. On windward slopes and exposed aspects – such as parts of the summit plateau – there is little to no snow and what there is, especially above 750m, is hard and icy – especially in the morning following an overnight frost. Conversely the deepest drifts can be found in sheltered spots and hollows and on lee slopes (N and E facing) where the shaft of a 60cm ice axe can frequently disappear. Away from windward slopes, the snowpack was mostly soft and although often only around ankle deep can make for arduous going when breaking trail and encountering deeper drifts. There were also patches of harder snow and ice on popular routes where the snow had been compacted. Also above 750m, there is quite a bit of unstable windslab on N and E facing slopes – such as on the exit to Swirral Edge – where it was at least the top 10cm of the snowpack. Conversely, on some steeper ground where fresh snow/spindrift could not settle, there was some neve (hard snow) eg on the very top section of Striding Edge’s exit. Cornices exist on the edges of north and east facing aspects. On Tuesday, it appeared (with limited visibility) that some cracks had appeared about 2 meters from the edge. With better visibility today, these either did not exist or have been infilled. Either way, there were footprints far too close to the edge, so please keep well back from such edges and advise those with less experience to do likewise. Full winter clothing (waterproofs, warm layers, hat & gloves), mountain boots and equipment are all essential for anyone venturing out onto the fells. For those going above the snowline an ice axe and crampons are also essential. This advice is not just for those attempting exposed routes. On the “easy” Swirrls route up Helvellyn (from Thirlmere), there is a steep section of unavoidable snow near Browncove Crags. Especially this morning, this was hard snow where a slip without the means to stop yourself could have serious consequences. Fortunately, most people without winter equipment were turning back. Deep snow obscuring landmarks, combined with low cloud necessitates excellent navigational skills – don’t rely on following footprints when fresh snow is falling and/or being redistributed. Exposed routes above the snowline, such as Swirral and Striding Edges, are in winter condition and should only be attempted by those experienced in winter mountaineering including the ability to assess the stability, or otherwise, of snow slopes. When caught in a shower or spindrift, goggles are highly recommended although, hopefully, sunglasses may also be essential! Climbers – mixed conditions today. There is some fine neve; however, there are also unstable cornices, windslab and the turf remains unfrozen, so please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,03/03/2019,2018 - 2019,Helvellyn summit,24.6,,,19.6,W,-0.5,,-9.2,,,,,Not recorded,,"There is a skittering of snow from 300m. However, slightly higher temperatures compared with Monday have created a slow thaw below 700m (at times today’s showers were falling as rain at this height) and a more rapid thaw below 500m with the main snowline now being around this height. Above 500m, the average snow depth rises with height although the actual depth encountered varies considerably as the snow has fallen and subsequently been redistributed on strong predominantly W to SW winds. On windward slopes and exposed aspects – such as parts of the summit plateau – there is little to no snow. Conversely the deepest drifts can be found in sheltered spots and hollows and on lee slopes (N and E facing) where the shaft of a 60cm ice axe can frequently disappear. The snowpack was mostly soft and although often only around ankle deep can make for arduous going when breaking trail and encountering deeper drifts. There were patches of harder snow and ice on popular routes where the snow had been compacted and above 850m where the summit plateau was covered in ice. Also above 800m, there is quite a bit of unstable windslab on N and E facing slopes – such as on the exit to Swirral Edge. Conversely, on some steeper ground where fresh snow/spindrift could not settle, there was some neve (hard snow) eg on Striding Edge’s exit. With the summit temperature at 1pm of just below freezing, it would only take a marginal drop in temperature for far more ice to form so walkers out on the high fells on Wednesday should be prepared to encounter more ice than described today. Cornices exist on the edges of north and east facing aspects. Once again, summit visibility was not great, but it did appear that there were a few cracks appearing about 2 meters from the edge so please keep well back from such edges and advise those with less experience to do likewise. Full winter clothing (waterproofs, warm layers, hat & gloves), mountain boots and equipment are all essential for anyone venturing out onto the fells. For those going above the snowline an ice axe and crampons are also essential. This is not only for those attempting, or traversing, steep ground owing to the potential to encounter ice. Deep snow obscuring landmarks, combined with low cloud necessitates excellent navigational skills – don’t rely on following footprints when fresh snow is falling and/or being redistributed. Exposed routes above the snowline, such as Swirral and Striding Edges, are in winter condition and should only be attempted by those experienced in winter mountaineering including the ability to assess the stability, or otherwise, of snow slopes. When caught in a shower or spindrift, goggles are highly recommended although, hopefully, sunglasses may also be essential! Climbers – there is some neve; however, there are also unstable cornices, windslab and the turf remains unfrozen, so please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,02/03/2019,2018 - 2019,Helvellyn summit,28.9,,,24.8,SW,-2.8,,-12.8,,,,,Not recorded,,"During the past 24 hours there have been, and continues to be, showers which were falling as snow/hail above 350m. These showers have, and are, accompanied by W to SW winds which have also redistributed recent snow. There is snow as low as 300m, but the main snow line is around 450m with a daytime thaw below 500m. Above 450m, the average snow depth rises with height although the actual depth encountered varies considerably as there has been some significant drifting. Above 700m, ankle deep snow can suddenly become knee deep in sheltered spots and hollows and with the snowpack being soft, this makes for arduous going when breaking trail. Conversely, on aspects exposed to the wind, the snow has been scoured and there is ice or hard snow on paths. The greatest accumulations, of 100cm, are found on east and north facing aspects above 850m. Here, there is quite a bit of windslab, often sitting on hard snow and ice making such snow slopes unstable, so care and careful thought needs to be taken. On steeper ground, where fresh snow/spindrift could not settle, there was some neve (hard snow) eg on Striding Edge’s exit. The summit plateau was covered in ice. Cornices exist on the edges of north and east facing aspects which could be seen from a distance but limited summit visibility did not allow a closer inspection; however, please keep well away from such edges and advise those with less experience to do likewise. Full winter clothing (waterproofs, warm layers, hat & gloves), winter boots and equipment are all essential for anyone venturing out onto the fells. For those going above the snowline an ice axe and crampons are also essential. This is not only for those attempting, or traversing, steep ground owing to the amount of ice around. Deep snow obscuring landmarks, combined with low cloud necessitates excellent navigational skills – don’t rely on following footprints when fresh snow is falling and/or being redistributed. Exposed routes above the snowline, such as Swirral and Striding Edges, are in winter condition and should only be attempted by those experienced in winter mountaineering including the ability to assess the stability, or otherwise, of snow slopes. When caught in a shower or spindrift, goggles are highly recommended although, hopefully, sunglasses will also be essential! Climbers – there is some neve; however, there are also unstable cornices, windslab and the turf remains unfrozen, so please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,01/03/2019,2018 - 2019,Catstycam summit,53.8,,,29.6,SW,-1.7,,-8.5,,,,,Not recorded,,"Fresh snow overnight and squally gale-force southwesterly winds continued to dominate the conditions in the hills today, which are very wintery at the moment, and not short of additional hazards. The snowline this morning was once again back down to 350m, and around 10cm of snow fell overnight down to these lower levels. Above 600m drifts of up to one metre were not infrequent in many sheltered dips and hollows. The freezing level was around 600m, and snow was melting at lower elevations throughout the day. The summit plateau was not inspected today, however with gale-force southwesterly winds overnight and throughout the day, it would have been well scoured with large areas of very hard névé, verglas (ice), and frozen ground across the tops. Many windward (southwest facing) slopes in both Red Tarn Cove and Brown Cove also had large areas of exposed hard névé, and for anyone traveling on even moderately steep ground, runouts are considerable if one was to slip and fall. Windslab is also present on top of névé, especially on lee slopes, but also in some areas even on more scoured ground. This combination increases the risk of avalanches which could result in potentially long and damaging falls even if only a small snow slide. The greatest accumulations of snow exist on many north through east-facing aspects above 700m, and large fragile cornices were seen right across the Helvellyn headwall, and will no doubt be present around all of the major corrie rims. Exposed routes such as Swirral and Striding Edge, are in full winter condition and should only be attempted by experienced individuals with knowledge and skills to help keep them safe. Full winter clothing, footwear, and equipment including ice axe, crampons, goggles, map and compass (and an ability to navigate in potentially very difficult conditions) are essential for anyone thinking of venturing above the snowline tomorrow. Climbers: There is a lot of potentially unstable snow on scarp slopes and in many of the gullies, as well as large fragile cornices at the top of many routes. Please only attempt routes if you are certain they are safe to climb and that they are in condition."
CLEAN 2018-2019.xlsx,28/02/2019,2018 - 2019,Helvellyn summit,40.5,,,36.8,SW,-3.9,,-15.2,,,,,Not recorded,,"Heavy rain at all levels overnight has stripped away much of the snow that was around yesterday, and as the temperature dropped off again this morning a period of consolidation began. Squally winds increased through the morning as named Storm Jorge began to move in. The snowline is now rather fragmented, and on the western side of Helvellyn, the first large area of snow was encountered at roughly 650m. The snow at all levels has now gone through a significant thaw and above the freezing level is generally compact and well frozen. The summit plateau is well scoured but large areas of névé and verglas are present, interspersed with areas of frozen ground. The largest accumulations of snow exist on north through east-facing aspects above 700m. Large cornices are present around the Helvellyn headwall and to a lesser extent around the corrie rims of Brown Cove and Brown Cove Crags. It is worth noting that, with the forecast gale-force SW winds, any fresh and drifting snow overnight is likely to build-up on these same north through east-facing aspects. As a result, cornices could be very large and fragile tomorrow and any windslab deposited overnight could also present a significant hazard in these areas as well as along ridge flanks. Exposed routes such as Swirral and Striding Edge, which are in full winter condition will be very hazardous in these conditions. Full winter clothing, footwear, and equipment including ice axe, crampons, goggles, map and compass (and an ability to navigate in potentially very difficult conditions) are essential for anyone thinking of venturing above the snowline tomorrow. Climbers: The snow in some of the gullies has consolidated but be aware of unstable cornices and windslab and please only attempt routes if you are certain that they are in condition. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,27/02/2019,2018 - 2019,Catstycam summit,56.8,,,35.5,SE,-2.1,,-13.9,,,,,Not recorded,,"More snow overnight and a change in wind direction to a more southeasterly flow, has resulted in some redistribution onto different slope aspects. The snowline this morning was down to around 350m with knee-deep drifts of snow encountered from as low as 400m in many places. The winds today were squally and fluctuating between ESE and SSE. This change in wind direction from a more westerly flow over the last few days has meant that many aspects above 700m now hold fairly significant quantities of snow. Although the western side of Helvellyn wasn't well inspected today, the summit plateau, (although relatively well scoured) still has large areas of snow and ice which when combined with today's blizzard conditions, gave periods of potential whiteout making navigating extremely difficult. Lack of visibility and gale-force winds prevented inspection of the cornices today, however, they were building rapidly yesterday around north and east-facing corrie-rims. With the change of wind direction, some cross-loading has also occurred on ridge flanks, which means that large areas of potentially unstable windslab may be found on both sides. The temperature is also forecast to rise above the summits before cooling down again over the weekend. This thaw and combined heavy rainfall will create a period of instability that could lead to collapsing cornices, and snow slides/avalanches. Named storm Jorge is due to arrive in the UK this weekend with associated severe gale to storm-force winds expected. Exposed routes such as Swirral and Striding Edge, which are in full winter condition will be extremely hazardous in these conditions, and lower-level routes are advised. Full winter clothing, footwear, and equipment including ice axe, crampons, goggles, map and compass (and an ability to navigate in potentially very difficult conditions) are essential for anyone thinking of venturing above the snowline this weekend. Climbers: Be aware of unstable cornices and windslab and please only attempt routes if you are certain that they are in condition. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,26/02/2019,2018 - 2019,Helvellyn summit,29.8,,,28.8,W,-4,,-14.7,,,,,Not recorded,,"A bright start to the day with a distinct increase of wind speed in the afternoon (after the day's readings were taken) which was estimated to be gusting around 50 mph over exposed areas. The snowline is down to around 350m with deep drifts of snow encountered from as low as 400m in many sheltered dips and hollows. The snow continues to be re-distributed on generally westerly winds although this has fluctuated through northwesterly and southwesterly in the last few days. The resulting conditions mean that many aspects above 700m in the lee of the wind, on generally northeast through southeast and south-facing slopes have the greatest accumulations of snow and older patches of névé are also present underneath in some areas. The western side of Helvellyn up to and including the summit is relatively well scoured, although drifts of up to 1 metre are present here too. There are large areas of ice (verglas) and exposed frozen ground on the summit plateau and cornices are building rapidly around corrie-rims along with large areas of potentially unstable windslab which are also present along ridges flanks. Full winter clothing, footwear, and equipment are essential for anyone venturing out onto the fells and for anyone going above the snowline, an ice axe and crampons are also essential. This is even the case on easier angled terrain, such as the approaches and parts of the summit plateau, owing to the amount of ice on the ground. Exposed routes such as Swirral and Striding Edge are in full winter condition and should only be attempted by those experienced in, and equipped for, winter mountaineering. Climbers: Be aware of unstable cornices and windslab and please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,25/02/2019,2018 - 2019,Helvellyn summit,33.5,,,25.5,WNW,-3.5,,-14.2,,,,,Not recorded,,"A real mixture of everything from sunshine to blizzard conditions in the hills today. The snowline this morning was down to roughly 400m and by the end of the day it was snowing down to valley level in Glenridding. Conditions in the hills are very wintery at the moment, and a great deal of snow has been and continues to be re-distributed on roughly WNW winds. This means that many northwest facing (windward) slopes are becoming scoured and large areas of deposition and accumulation are developing on many southeast-facing aspects. The western side of Helvellyn up to and including the summit is relatively well scoured, however, snow and ice (verglas) are present over very large areas above the snowline and knee-deep drifts of snow can be found in many sheltered dips and hollows. The north and east-facing corries contain the largest quantities of snow and in these locations, older patches of névé are also present underneath. Cornices are building rapidly around the corrie-rims along with large areas of potentially unstable windslab which are also present along ridges flanks. Full winter clothing, footwear, and equipment are essential for anyone venturing out onto the fells and for anyone going above the snowline, an ice axe and crampons are also essential. This is even the case on easier angled terrain, such as the approaches and parts of the summit plateau, owing to the amount of ice on the ground. Exposed routes such as Swirral and Striding Edge are in full winter condition and should only be attempted by those experienced in, and equipped for, winter mountaineering. Climbers – Be aware of unstable cornices and windslab and please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,24/02/2019,2018 - 2019,Helvellyn summit,21.4,,,17.6,WSW,-2.9,,-11.7,,,,,Not recorded,,"Fresh snow and hail fell overnight and continued as showers during the day. Although it was hailing down to 200m, it was only really settling above 400m adding to existing accumulations. Once again, this fresh snow fell with an accompanying W to SW wind. Above 400m the average snow depth rises with height; however, the actual depth varies considerably from little, or nothing, on aspects prone to the wind to drifts of 100cm – although such depth is the exception. The greatest accumulations are found in sheltered spots and hollows and on east and north facing aspects where, especially above 850m, there was quite a bit of windslab where care needs to be taken. Above 700m, and especially above 800m, paths and ground not covered by snow was covered by large patches of ice. There are cornices on the edges of north and east facing aspects. Limited visibility only allowed a brief inspection, but they have grown over the past 48 hours, so please keep well away from such edges and advise those with less experience to do likewise. Full winter clothing (waterproofs, warm layers, hat & gloves), footwear and equipment are essential for anyone venturing out onto the fells. For those going above the snowline and attempting, or traversing, steep ground, an ice axe and crampons are also essential. This is even the case on easier angled terrain, such as the approaches and parts of the summit plateau, owing to the amount of ice on the ground – although microspikes would be sufficient here. Exposed routes above the snowline, such as Swirral and Striding Edges, are in winter condition and should only be attempted by those experienced in, and equipped for, winter mountaineering. Climbers – do be aware of unstable cornices and windslab and please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,23/02/2019,2018 - 2019,Helvellyn summit,44.2,,,35.7,SW,3.4,,-5.1,,,,,Not recorded,,"Heavy overnight snow down to the valley floor soon changed to a dramatic thaw and rain at all levels as the freezing level raced above the summits. The BMC temperature gauge situated at 830m on the east face of Helvellyn recorded a change of -3 to +4 in 7 hrs! The snow pack is saturated and thawing at all levels with the snow level rising throughout the day, to approximately 400m by 2pm. Drifts of wet snow were up to thigh deep but generally calf to knee deep giving tough going. The new snow was redistributed by the strong SW winds overnight and has been deposited as soft windslab on N through E to S aspects above 750m especially on Swirral Edge. This was beginning to consolidate in the thaw but still created a significant hazard with plenty of blocking and small slides underfoot. Cornices above easterly aspects grew dramatically overnight and those on Helvellyn measure up to 4-5m in places. They are now in a very dangerous state as they become saturated, heavy and very prone to collapse. Please give them a wide berth and advise others with less experience to do likewise. The freezing level is forecast to drop to 400m which will refreeze any snow and slush giving potentially very serious conditions tomorrow. Winter boots, crampons and an ice axe will be absolutely essential for anyone venturing above the snow line on even the easiest paths where ice and neve will readily form. Striding & Swirral Edges will hopefully be in 'proper' grade 1 winter mountaineering condition. Climbers - The snowpack and turf are currently unfrozen at all levels. There is potential for good conditions to rapidly develop when the freezing level drops but the unfrozen turf is now insulated beneath the new snow. Please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
CLEAN 2018-2019.xlsx,22/02/2019,2018 - 2019,Catstycam summit,53.7,,,28.4,W,-1.6,,-12.8,,,,,Not recorded,,"Overnight snow cleared mid morning to give a day of pockets of sunshine, strong gusty winds and snow showers. The new snow had settled down to 500m on saturated unfrozen ground. Once above 700m things became a lot drier with boot to calf deep soft snow and areas of neve (refrozen snow) and ice to contend with. The strong & swirling westerly wind was redistributing the new snow on to various S through E aspects but there was significant localised deposits on other slopes and in sheltered hollows. This was being laid down as unstable soft slab with lots of shooting cracks and easy shears observed. Striding & Swirral Edge are both in full winter condition meaning that winter boots, an ice axe and crampons are essential for a safe ascent and descent. The ridges are covered in a layer of soft snow which in places is overlying neve or ice. Cornices were slowly building on N through E to S aspects and are currently very unstable so give them a wide berth. The winds were very gusty today with sudden big changes in wind speed and direction with very little warning. Some gusts were in excess of 70mph and there were a number of walkers blown off their feet. Goggles were very useful for navigating and walking in these conditions Full winter clothing (waterproofs, warm layers, hat & gloves), footwear and equipment including an ice axe and crampons are currently essential for anyone venturing out above the snowline on the fells. Climbers – there is some neve at the top of some gullies but the majority of the snowpack is soft and the turf is still not frozen below 900m. Please only attempt routes if you are certain that they are in condition and that you will not damage the rare alpine plants either on the climb or on the approach to it. Please refer to the BMC “White Climbing Guide” for details."
