"Road using [note 1] vehicles registered for the first time by body type and fuel type [note 2], Great Britain from January 2001; also United Kingdom from July 2014",,,,,,,,,,,,,,,,,,
Table VEH1153a,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [low] = a low figure but not a real zero.",,,,,,,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas [note 5],Other fuel types [note 6],Total,Plug-in [note 7],Zero emission [note 8]
Great Britain,Quarterly,2002 Q1 (January to March),Thousands,Total,632.3,249.8,0.1,[low],[low],[low],[low],[low],[low],1.1,[low],883.3,[low],[low]
Great Britain,Quarterly,2002 Q2 (April to June),Thousands,Total,549.5,236.7,0.1,[low],[low],[low],0.1,[low],[low],0.7,[low],787.1,0.1,0.1
Great Britain,Quarterly,2002 Q3 (July to September),Thousands,Total,620.2,261.2,0.1,[low],[low],[low],[low],[low],[low],0.9,[low],882.5,[low],[low]
Great Britain,Quarterly,2002 Q4 (October to December),Thousands,Total,419.5,223.3,[low],[low],[low],[low],0.1,[low],[low],1.0,[low],643.9,0.1,0.1
Great Britain,Quarterly,2003 Q1 (January to March),Thousands,Total,583.6,287.2,0.1,[low],[low],[low],0.1,[low],[low],1.6,[low],872.7,0.1,0.1
Great Britain,Quarterly,2003 Q2 (April to June),Thousands,Total,538.2,261.4,[low],[low],[low],[low],0.1,[low],[low],1.7,[low],801.3,0.1,0.1
Great Britain,Quarterly,2003 Q3 (July to September),Thousands,Total,577.0,302.5,[low],[low],[low],[low],0.1,[low],[low],1.8,[low],881.4,0.1,0.1
Great Britain,Quarterly,2003 Q4 (October to December),Thousands,Total,388.8,250.6,0.2,[low],[low],[low],0.1,[low],[low],1.3,[low],641.1,0.1,0.1
Great Britain,Quarterly,2004 Q1 (January to March),Thousands,Total,562.1,330.6,0.5,[low],[low],[low],0.1,[low],[low],1.3,[low],894.5,0.1,0.1
Great Britain,Quarterly,2004 Q2 (April to June),Thousands,Total,471.7,301.4,0.3,[low],[low],[low],0.1,[low],[low],1.1,[low],774.5,0.1,0.1
Great Britain,Quarterly,2004 Q3 (July to September),Thousands,Total,520.1,333.3,0.5,[low],[low],[low],0.1,[low],[low],0.8,[low],854.8,0.1,0.1
Great Britain,Quarterly,2004 Q4 (October to December),Thousands,Total,344.0,278.6,0.3,[low],[low],[low],0.1,[low],[low],0.7,[low],623.7,0.1,0.1
Great Britain,Quarterly,2005 Q1 (January to March),Thousands,Total,491.6,335.9,1.0,[low],[low],[low],0.1,[low],[low],0.8,[low],829.4,0.1,0.1
Great Britain,Quarterly,2005 Q2 (April to June),Thousands,Total,426.3,314.1,1.3,[low],[low],[low],0.1,[low],[low],0.5,[low],742.3,0.1,0.1
Great Britain,Quarterly,2005 Q3 (July to September),Thousands,Total,473.1,345.7,1.7,[low],[low],[low],0.1,[low],[low],0.4,[low],821.1,0.1,0.1
Great Britain,Quarterly,2005 Q4 (October to December),Thousands,Total,299.5,288.3,1.4,[low],[low],[low],0.1,[low],[low],0.3,[low],589.6,0.1,0.1
Great Britain,Quarterly,2006 Q1 (January to March),Thousands,Total,449.3,344.1,2.0,[low],[low],[low],0.2,[low],[low],0.2,[low],795.8,0.2,0.2
Great Britain,Quarterly,2006 Q2 (April to June),Thousands,Total,395.9,314.5,1.8,[low],[low],[low],0.1,[low],[low],0.2,[low],712.6,0.1,0.1
Great Britain,Quarterly,2006 Q3 (July to September),Thousands,Total,448.9,353.1,3.0,[low],[low],[low],0.2,[low],[low],0.2,[low],805.5,0.2,0.2
Great Britain,Quarterly,2006 Q4 (October to December),Thousands,Total,286.9,271.2,2.0,[low],[low],[low],0.2,[low],[low],0.1,[low],560.4,0.2,0.2
Great Britain,Quarterly,2007 Q1 (January to March),Thousands,Total,449.1,356.9,3.9,[low],[low],[low],0.1,[low],[low],[low],[low],810.1,0.1,0.1
Great Britain,Quarterly,2007 Q2 (April to June),Thousands,Total,392.2,320.0,4.1,[low],[low],[low],0.4,[low],[low],0.1,[low],716.7,0.4,0.4
Great Britain,Quarterly,2007 Q3 (July to September),Thousands,Total,440.6,373.2,4.8,[low],[low],[low],0.3,[low],[low],0.1,0.1,819.2,0.3,0.3
Great Britain,Quarterly,2007 Q4 (October to December),Thousands,Total,289.3,301.1,3.1,[low],[low],[low],0.2,[low],[low],0.1,0.1,594.0,0.2,0.2
Great Britain,Quarterly,2008 Q1 (January to March),Thousands,Total,423.0,384.9,4.5,[low],[low],[low],0.2,[low],[low],0.1,[low],812.7,0.2,0.2
Great Britain,Quarterly,2008 Q2 (April to June),Thousands,Total,352.6,340.9,4.0,[low],[low],[low],0.3,[low],[low],0.1,[low],698.0,0.3,0.3
Great Britain,Quarterly,2008 Q3 (July to September),Thousands,Total,347.0,318.8,4.6,[low],[low],[low],0.3,[low],[low],0.1,[low],670.8,0.3,0.3
Great Britain,Quarterly,2008 Q4 (October to December),Thousands,Total,208.9,219.1,2.1,[low],[low],[low],0.3,[low],[low],0.1,[low],430.5,0.3,0.3
Great Britain,Quarterly,2009 Q1 (January to March),Thousands,Total,292.1,264.8,3.1,[low],[low],[low],0.2,[low],[low],0.1,[low],560.3,0.2,0.2
Great Britain,Quarterly,2009 Q2 (April to June),Thousands,Total,283.7,243.7,2.4,[low],[low],[low],0.2,[low],[low],0.1,[low],530.2,0.2,0.2
Great Britain,Quarterly,2009 Q3 (July to September),Thousands,Total,388.8,285.8,5.8,[low],[low],[low],0.3,[low],[low],0.2,[low],680.9,0.3,0.3
Great Britain,Quarterly,2009 Q4 (October to December),Thousands,Total,291.7,249.8,3.1,[low],[low],[low],0.3,[low],[low],0.1,[low],545.0,0.3,0.3
Great Britain,Quarterly,2010 Q1 (January to March),Thousands,Total,371.1,307.2,5.8,[low],[low],[low],0.2,[low],[low],0.1,[low],684.5,0.2,0.2
Great Britain,Quarterly,2010 Q2 (April to June),Thousands,Total,293.6,282.8,5.1,[low],[low],[low],0.3,[low],[low],0.1,0.1,582.1,0.4,0.3
Great Britain,Quarterly,2010 Q3 (July to September),Thousands,Total,298.5,315.4,6.4,[low],[low],[low],0.3,[low],[low],0.1,[low],620.7,0.3,0.3
Great Britain,Quarterly,2010 Q4 (October to December),Thousands,Total,201.4,271.3,4.4,[low],[low],[low],0.2,[low],[low],0.1,[low],477.4,0.3,0.2
Great Britain,Quarterly,2011 Q1 (January to March),Thousands,Total,299.2,345.8,7.1,[low],[low],[low],0.5,[low],[low],0.1,[low],652.8,0.6,0.5
Great Britain,Quarterly,2011 Q2 (April to June),Thousands,Total,250.8,310.3,4.5,[low],[low],[low],0.6,[low],[low],0.1,[low],566.2,0.6,0.6
Great Britain,Quarterly,2011 Q3 (July to September),Thousands,Total,284.9,332.7,6.2,[low],[low],[low],0.5,[low],[low],0.1,[low],624.3,0.5,0.5
Great Britain,Quarterly,2011 Q4 (October to December),Thousands,Total,192.2,279.4,5.2,[low],[low],[low],0.3,[low],[low],0.1,[low],477.2,0.3,0.3
Great Britain,Quarterly,2012 Q1 (January to March),Thousands,Total,292.0,350.8,7.2,0.2,[low],[low],0.5,[low],[low],0.1,[low],650.8,0.5,0.5
Great Britain,Quarterly,2012 Q2 (April to June),Thousands,Total,258.6,322.8,5.2,0.3,[low],[low],0.7,0.2,[low],0.1,[low],588.1,1.0,0.7
Great Britain,Quarterly,2012 Q3 (July to September),Thousands,Total,306.3,350.5,6.2,0.4,0.3,[low],0.5,0.1,[low],[low],[low],664.4,0.9,0.5
Great Britain,Quarterly,2012 Q4 (October to December),Thousands,Total,214.7,283.8,4.5,0.4,0.1,[low],0.7,0.1,[low],[low],[low],504.3,1.0,0.7
Great Britain,Quarterly,2013 Q1 (January to March),Thousands,Total,322.2,366.5,6.9,0.7,0.2,[low],0.5,0.1,[low],[low],[low],697.2,0.8,0.5
Great Britain,Quarterly,2013 Q2 (April to June),Thousands,Total,299.3,349.1,5.4,0.4,0.1,[low],0.9,0.1,[low],[low],[low],655.4,1.1,0.9
Great Britain,Quarterly,2013 Q3 (July to September),Thousands,Total,340.1,387.3,7.6,1.0,0.2,[low],0.9,0.1,[low],[low],[low],737.2,1.2,0.9
Great Britain,Quarterly,2013 Q4 (October to December),Thousands,Total,232.0,333.5,5.5,1.0,0.1,[low],0.8,0.1,[low],[low],[low],573.1,1.1,0.8
Great Britain,Quarterly,2014 Q1 (January to March),Thousands,Total,359.9,414.5,10.0,0.8,0.2,0.1,1.4,0.3,[low],0.1,[low],787.1,1.9,1.4
Great Britain,Quarterly,2014 Q2 (April to June),Thousands,Total,310.9,386.4,7.3,0.8,0.6,0.1,1.7,0.3,[low],0.1,[low],708.1,2.6,1.7
Great Britain,Quarterly,2014 Q3 (July to September),Thousands,Total,356.0,424.0,9.0,0.6,2.4,[low],2.2,0.3,[low],[low],[low],794.6,5.0,2.2
Great Britain,Quarterly,2014 Q4 (October to December),Thousands,Total,260.5,356.5,7.5,0.5,3.1,[low],2.5,0.5,[low],[low],[low],631.0,6.1,2.5
Great Britain,Quarterly,2015 Q1 (January to March),Thousands,Total,388.4,450.6,10.9,0.9,5.5,[low],2.9,0.5,[low],[low],[low],859.8,9.0,2.9
Great Britain,Quarterly,2015 Q2 (April to June),Thousands,Total,345.0,412.6,9.7,1.2,3.8,[low],2.4,0.3,[low],[low],[low],775.0,6.5,2.4
Great Britain,Quarterly,2015 Q3 (July to September),Thousands,Total,398.2,445.3,10.9,1.0,3.9,[low],2.7,0.4,[low],[low],[low],862.3,7.0,2.7
Great Britain,Quarterly,2015 Q4 (October to December),Thousands,Total,273.7,373.4,8.7,0.6,4.1,[low],3.3,0.5,[low],[low],[low],664.3,7.9,3.3
Great Britain,Quarterly,2016 Q1 (January to March),Thousands,Total,410.3,468.5,13.8,0.4,7.7,0.1,3.6,0.4,[low],[low],[low],904.9,11.8,3.6
Great Britain,Quarterly,2016 Q2 (April to June),Thousands,Total,351.3,419.6,11.4,0.3,6.3,0.1,2.5,0.3,[low],[low],[low],791.9,9.2,2.5
Great Britain,Quarterly,2016 Q3 (July to September),Thousands,Total,401.7,451.9,13.7,0.3,6.5,0.2,3.2,0.6,[low],[low],[low],878.2,10.6,3.2
Great Britain,Quarterly,2016 Q4 (October to December),Thousands,Total,293.7,357.5,10.4,0.4,5.4,0.2,2.6,0.5,[low],[low],[low],670.7,8.6,2.6
Great Britain,Quarterly,2017 Q1 (January to March),Thousands,Total,447.7,464.2,20.4,0.3,7.1,0.2,5.0,0.7,[low],[low],[low],945.6,13.0,5.0
Great Britain,Quarterly,2017 Q2 (April to June),Thousands,Total,336.1,350.7,14.5,0.2,6.6,0.2,3.5,0.6,[low],[low],[low],712.3,10.8,3.5
Great Britain,Quarterly,2017 Q3 (July to September),Thousands,Total,388.8,377.6,21.9,0.2,9.1,0.1,4.0,0.7,[low],[low],[low],802.3,13.8,4.0
Great Britain,Quarterly,2017 Q4 (October to December),Thousands,Total,289.5,273.4,13.4,0.2,9.1,0.1,3.0,0.5,[low],[low],[low],589.2,12.7,3.0
Great Britain,Quarterly,2018 Q1 (January to March),Thousands,Total,463.6,340.9,22.3,0.2,9.7,0.1,4.7,0.4,[low],0.1,[low],842.0,14.9,4.7
Great Britain,Quarterly,2018 Q2 (April to June),Thousands,Total,404.7,283.4,21.0,0.1,11.1,0.1,4.0,0.6,[low],0.1,[low],725.0,15.8,4.1
Great Britain,Quarterly,2018 Q3 (July to September),Thousands,Total,408.6,281.4,26.6,[low],10.8,[low],4.4,1.0,[low],[low],[low],732.9,16.2,4.4
Great Britain,Quarterly,2018 Q4 (October to December),Thousands,Total,306.2,238.9,16.4,[low],10.1,[low],4.8,1.3,[low],0.1,[low],577.8,16.2,4.8
Great Britain,Quarterly,2019 Q1 (January to March),Thousands,Total,494.8,304.7,27.8,[low],8.2,0.1,6.9,0.6,[low],[low],[low],843.3,15.9,7.0
Great Britain,Quarterly,2019 Q2 (April to June),Thousands,Total,408.5,264.8,24.2,[low],6.4,0.2,7.5,0.5,[low],0.1,[low],712.3,14.6,7.5
Great Britain,Quarterly,2019 Q3 (July to September),Thousands,Total,423.8,248.2,30.6,0.3,7.6,0.3,14.1,0.6,[low],0.1,[low],725.7,22.6,14.1
Great Britain,Quarterly,2019 Q4 (October to December),Thousands,Total,308.4,204.6,24.3,1.0,11.6,0.4,14.4,0.7,[low],0.1,[low],565.6,27.1,14.5
Great Britain,Quarterly,2020 Q1 (January to March),Thousands,Total,335.6,180.3,34.7,2.2,13.2,0.4,20.0,0.5,[low],0.2,[low],587.1,34.1,20.0
Great Britain,Quarterly,2020 Q2 (April to June),Thousands,Total,126.4,74.6,13.0,1.2,5.6,0.3,13.7,0.1,[low],0.1,[low],234.9,19.6,13.7
Great Britain,Quarterly,2020 Q3 (July to September),Thousands,Total,401.9,213.4,59.3,6.4,21.9,0.8,37.6,0.3,[low],0.5,[low],742.2,60.7,37.6
Great Britain,Quarterly,2020 Q4 (October to December),Thousands,Total,240.6,152.1,39.8,7.7,23.0,1.4,43.9,0.3,[low],0.4,[low],509.0,68.6,43.9
Great Britain,Quarterly,2021 Q1 (January to March),Thousands,Total,262.8,171.1,50.3,9.4,24.9,1.2,35.0,0.3,[low],0.4,[low],555.6,61.5,35.1
Great Britain,Quarterly,2021 Q2 (April to June),Thousands,Total,310.4,163.0,64.6,9.4,30.3,0.9,45.7,0.4,[low],0.7,[low],625.5,77.4,45.7
Great Britain,Quarterly,2021 Q3 (July to September),Thousands,Total,250.5,117.2,69.1,7.3,27.7,0.7,54.9,0.6,[low],0.9,[low],528.9,83.8,54.9
Great Britain,Quarterly,2021 Q4 (October to December),Thousands,Total,193.8,116.9,42.4,5.6,25.9,1.3,72.0,0.8,[low],0.7,[low],459.5,100.1,72.1
Great Britain,Quarterly,2022 Q1 (January to March),Thousands,Total,242.2,111.9,71.4,7.6,28.0,1.2,69.7,0.6,[low],1.0,[low],533.6,99.5,69.8
Great Britain,Quarterly,2022 Q2 (April to June),Thousands,Total,239.5,109.9,69.8,6.2,20.4,0.6,56.0,0.6,[low],1.1,[low],504.1,77.6,56.0
Great Britain,Quarterly,2022 Q3 (July to September),Thousands,Total,238.6,107.3,82.6,7.1,21.7,0.5,65.1,0.6,[low],0.9,[low],524.2,87.9,65.1
Great Britain,Monthly,January 2001,Thousands,Total,178.0,52.4,0.1,[low],[low],[low],[low],[low],[low],0.8,[low],231.2,[low],[low]
Great Britain,Monthly,February 2001,Thousands,Total,79.2,29.3,[low],[low],[low],[low],[low],[low],[low],0.3,[low],108.9,[low],[low]
Great Britain,Monthly,March 2001,Thousands,Total,384.5,108.0,0.2,[low],[low],[low],[low],[low],[low],0.2,[low],493.0,[low],[low]
Great Britain,Monthly,April 2001,Thousands,Total,172.3,56.7,0.1,[low],[low],[low],[low],[low],[low],0.1,[low],229.2,[low],[low]
Great Britain,Monthly,May 2001,Thousands,Total,190.2,61.5,0.1,[low],[low],[low],[low],[low],[low],0.2,[low],252.0,[low],[low]
Great Britain,Monthly,June 2001,Thousands,Total,208.6,67.9,[low],[low],[low],[low],[low],[low],[low],0.1,[low],276.7,[low],[low]
Great Britain,Monthly,July 2001,Thousands,Total,169.7,57.3,0.1,[low],[low],[low],[low],[low],[low],0.1,[low],227.1,[low],[low]
Great Britain,Monthly,August 2001,Thousands,Total,82.7,31.9,[low],[low],[low],[low],[low],[low],[low],0.1,[low],114.8,[low],[low]
Great Britain,Monthly,September 2001,Thousands,Total,400.9,132.3,0.1,[low],[low],[low],0.1,[low],[low],0.3,[low],533.6,0.1,0.1
Great Britain,Monthly,October 2001,Thousands,Total,167.4,68.4,[low],[low],[low],[low],[low],[low],[low],0.3,[low],236.2,[low],[low]
Great Britain,Monthly,November 2001,Thousands,Total,165.6,72.2,[low],[low],[low],[low],[low],[low],[low],0.4,[low],238.2,[low],[low]
Great Britain,Monthly,December 2001,Thousands,Total,116.7,50.7,[low],[low],[low],[low],[low],[low],[low],0.3,[low],167.8,[low],[low]
Great Britain,Monthly,January 2002,Thousands,Total,174.9,71.1,[low],[low],[low],[low],[low],[low],[low],0.3,[low],246.3,[low],[low]
Great Britain,Monthly,February 2002,Thousands,Total,85.2,41.1,[low],[low],[low],[low],[low],[low],[low],0.2,[low],126.6,[low],[low]
Great Britain,Monthly,March 2002,Thousands,Total,372.2,137.6,[low],[low],[low],[low],[low],[low],[low],0.6,[low],510.4,[low],[low]
Great Britain,Monthly,April 2002,Thousands,Total,182.6,76.8,[low],[low],[low],[low],[low],[low],[low],0.2,[low],259.7,[low],[low]
Great Britain,Monthly,May 2002,Thousands,Total,184.4,81.9,[low],[low],[low],[low],[low],[low],[low],0.2,[low],266.6,[low],[low]
Great Britain,Monthly,June 2002,Thousands,Total,182.5,78.0,[low],[low],[low],[low],[low],[low],[low],0.3,[low],260.8,[low],[low]
Great Britain,Monthly,July 2002,Thousands,Total,172.0,75.9,[low],[low],[low],[low],[low],[low],[low],0.4,[low],248.4,[low],[low]
Great Britain,Monthly,August 2002,Thousands,Total,84.7,38.8,[low],[low],[low],[low],[low],[low],[low],0.2,[low],123.7,[low],[low]
Great Britain,Monthly,September 2002,Thousands,Total,363.5,146.5,[low],[low],[low],[low],[low],[low],[low],0.4,[low],510.4,[low],[low]
Great Britain,Monthly,October 2002,Thousands,Total,154.2,81.4,[low],[low],[low],[low],[low],[low],[low],0.2,[low],235.9,[low],[low]
Great Britain,Monthly,November 2002,Thousands,Total,143.0,79.7,[low],[low],[low],[low],[low],[low],[low],0.4,[low],223.2,[low],[low]
Great Britain,Monthly,December 2002,Thousands,Total,122.2,62.2,[low],[low],[low],[low],[low],[low],[low],0.3,[low],184.8,[low],[low]
Great Britain,Monthly,January 2003,Thousands,Total,148.9,79.3,0.1,[low],[low],[low],[low],[low],[low],0.5,[low],228.7,[low],[low]
Great Britain,Monthly,February 2003,Thousands,Total,76.2,41.4,[low],[low],[low],[low],[low],[low],[low],0.3,[low],118.0,[low],[low]
Great Britain,Monthly,March 2003,Thousands,Total,358.5,166.5,0.1,[low],[low],[low],[low],[low],[low],0.9,[low],526.0,[low],[low]
Great Britain,Monthly,April 2003,Thousands,Total,162.5,80.5,[low],[low],[low],[low],[low],[low],[low],0.5,[low],243.5,[low],[low]
Great Britain,Monthly,May 2003,Thousands,Total,167.4,83.3,[low],[low],[low],[low],[low],[low],[low],0.5,[low],251.3,[low],[low]
Great Britain,Monthly,June 2003,Thousands,Total,208.3,97.5,[low],[low],[low],[low],[low],[low],[low],0.6,[low],306.5,[low],[low]
Great Britain,Monthly,July 2003,Thousands,Total,158.6,84.0,[low],[low],[low],[low],[low],[low],[low],0.7,[low],243.3,[low],[low]
Great Britain,Monthly,August 2003,Thousands,Total,78.7,46.4,[low],[low],[low],[low],[low],[low],[low],0.3,[low],125.4,[low],[low]
Great Britain,Monthly,September 2003,Thousands,Total,339.7,172.1,[low],[low],[low],[low],[low],[low],[low],0.9,[low],512.7,[low],[low]
Great Britain,Monthly,October 2003,Thousands,Total,141.0,87.9,[low],[low],[low],[low],[low],[low],[low],0.4,[low],229.3,[low],[low]
Great Britain,Monthly,November 2003,Thousands,Total,128.9,86.7,0.1,[low],[low],[low],[low],[low],[low],0.5,[low],216.2,[low],[low]
Great Britain,Monthly,December 2003,Thousands,Total,119.0,76.0,0.1,[low],[low],[low],[low],[low],[low],0.4,[low],195.5,[low],[low]
Great Britain,Monthly,January 2004,Thousands,Total,144.1,87.3,0.1,[low],[low],[low],[low],[low],[low],0.4,[low],232.0,[low],[low]
Great Britain,Monthly,February 2004,Thousands,Total,71.2,46.0,[low],[low],[low],[low],[low],[low],[low],0.2,[low],117.4,[low],[low]
Great Britain,Monthly,March 2004,Thousands,Total,346.8,197.3,0.3,[low],[low],[low],[low],[low],[low],0.6,[low],545.1,[low],[low]
Great Britain,Monthly,April 2004,Thousands,Total,142.9,92.2,0.1,[low],[low],[low],[low],[low],[low],0.3,[low],235.5,[low],[low]
Great Britain,Monthly,May 2004,Thousands,Total,149.3,94.6,0.1,[low],[low],[low],[low],[low],[low],0.5,[low],244.6,[low],[low]
Great Britain,Monthly,June 2004,Thousands,Total,179.5,114.5,0.1,[low],[low],[low],[low],[low],[low],0.3,[low],294.4,[low],[low]
Great Britain,Monthly,July 2004,Thousands,Total,141.6,91.2,0.1,[low],[low],[low],[low],[low],[low],0.3,[low],233.2,[low],[low]
Great Britain,Monthly,August 2004,Thousands,Total,71.0,46.5,0.1,[low],[low],[low],[low],[low],[low],0.2,[low],117.8,[low],[low]
Great Britain,Monthly,September 2004,Thousands,Total,307.5,195.7,0.3,[low],[low],[low],[low],[low],[low],0.4,[low],503.9,[low],[low]
Great Britain,Monthly,October 2004,Thousands,Total,118.7,98.4,0.1,[low],[low],[low],[low],[low],[low],0.2,[low],217.4,[low],[low]
Great Britain,Monthly,November 2004,Thousands,Total,120.6,99.3,0.1,[low],[low],[low],[low],[low],[low],0.3,[low],220.3,[low],[low]
Great Britain,Monthly,December 2004,Thousands,Total,104.7,80.9,0.1,[low],[low],[low],[low],[low],[low],0.3,[low],186.0,[low],[low]
Great Britain,Monthly,January 2005,Thousands,Total,121.3,91.7,0.3,[low],[low],[low],[low],[low],[low],0.2,[low],213.5,[low],[low]
Great Britain,Monthly,February 2005,Thousands,Total,55.6,47.2,0.1,[low],[low],[low],[low],[low],[low],0.2,[low],103.1,[low],[low]
Great Britain,Monthly,March 2005,Thousands,Total,314.6,197.1,0.6,[low],[low],[low],0.1,[low],[low],0.4,[low],512.8,0.1,0.1
Great Britain,Monthly,April 2005,Thousands,Total,129.5,97.7,0.4,[low],[low],[low],[low],[low],[low],0.1,[low],227.8,[low],[low]
Great Britain,Monthly,May 2005,Thousands,Total,133.6,101.2,0.3,[low],[low],[low],[low],[low],[low],0.2,[low],235.4,[low],[low]
Great Britain,Monthly,June 2005,Thousands,Total,163.1,115.1,0.6,[low],[low],[low],[low],[low],[low],0.2,[low],279.2,[low],[low]
Great Britain,Monthly,July 2005,Thousands,Total,127.3,90.6,0.4,[low],[low],[low],[low],[low],[low],0.2,[low],218.5,[low],[low]
Great Britain,Monthly,August 2005,Thousands,Total,65.1,50.0,0.2,[low],[low],[low],[low],[low],[low],0.1,[low],115.4,[low],[low]
Great Britain,Monthly,September 2005,Thousands,Total,280.7,205.1,1.1,[low],[low],[low],[low],[low],[low],0.2,[low],487.2,[low],[low]
Great Britain,Monthly,October 2005,Thousands,Total,102.7,91.3,0.4,[low],[low],[low],[low],[low],[low],0.1,[low],194.5,[low],[low]
Great Britain,Monthly,November 2005,Thousands,Total,102.3,98.7,0.5,[low],[low],[low],[low],[low],[low],0.1,[low],201.7,[low],[low]
Great Britain,Monthly,December 2005,Thousands,Total,94.5,98.3,0.5,[low],[low],[low],[low],[low],[low],0.1,[low],193.4,[low],[low]
Great Britain,Monthly,January 2006,Thousands,Total,103.0,83.2,0.6,[low],[low],[low],0.1,[low],[low],0.1,[low],187.0,0.1,0.1
Great Britain,Monthly,February 2006,Thousands,Total,52.2,46.2,0.2,[low],[low],[low],0.1,[low],[low],0.1,[low],98.6,0.1,0.1
Great Britain,Monthly,March 2006,Thousands,Total,294.1,214.8,1.2,[low],[low],[low],0.1,[low],[low],0.1,[low],510.2,0.1,0.1
Great Britain,Monthly,April 2006,Thousands,Total,115.3,96.0,0.4,[low],[low],[low],[low],[low],[low],[low],[low],211.8,[low],[low]
Great Britain,Monthly,May 2006,Thousands,Total,132.3,101.0,0.6,[low],[low],[low],[low],[low],[low],0.1,[low],234.0,[low],[low]
Great Britain,Monthly,June 2006,Thousands,Total,148.2,117.6,0.7,[low],[low],[low],0.1,[low],[low],0.1,[low],266.7,0.1,0.1
Great Britain,Monthly,July 2006,Thousands,Total,117.1,93.3,0.8,[low],[low],[low],0.1,[low],[low],0.1,[low],211.3,0.1,0.1
Great Britain,Monthly,August 2006,Thousands,Total,59.2,49.2,0.3,[low],[low],[low],[low],[low],[low],0.1,[low],108.8,[low],[low]
Great Britain,Monthly,September 2006,Thousands,Total,272.7,210.7,1.9,[low],[low],[low],0.1,[low],[low],0.1,[low],485.4,0.1,0.1
Great Britain,Monthly,October 2006,Thousands,Total,99.3,93.6,0.8,[low],[low],[low],0.1,[low],[low],0.1,[low],193.8,0.1,0.1
Great Britain,Monthly,November 2006,Thousands,Total,99.8,98.0,0.7,[low],[low],[low],[low],[low],[low],[low],[low],198.6,[low],[low]
Great Britain,Monthly,December 2006,Thousands,Total,87.8,79.7,0.5,[low],[low],[low],[low],[low],[low],[low],[low],168.0,[low],[low]
Great Britain,Monthly,January 2007,Thousands,Total,103.7,88.5,1.1,[low],[low],[low],0.1,[low],[low],[low],[low],193.3,0.1,0.1
Great Britain,Monthly,February 2007,Thousands,Total,50.1,43.4,0.3,[low],[low],[low],[low],[low],[low],[low],[low],93.8,[low],[low]
Great Britain,Monthly,March 2007,Thousands,Total,295.3,225.0,2.5,[low],[low],[low],[low],[low],[low],[low],[low],522.9,[low],[low]
Great Britain,Monthly,April 2007,Thousands,Total,117.1,95.1,1.1,[low],[low],[low],0.1,[low],[low],[low],[low],213.5,0.1,0.1
Great Britain,Monthly,May 2007,Thousands,Total,125.3,104.8,1.5,[low],[low],[low],0.1,[low],[low],[low],[low],231.7,0.1,0.1
Great Britain,Monthly,June 2007,Thousands,Total,149.9,120.1,1.4,[low],[low],[low],0.1,[low],[low],[low],[low],271.5,0.1,0.1
Great Britain,Monthly,July 2007,Thousands,Total,115.6,103.2,1.1,[low],[low],[low],0.1,[low],[low],[low],[low],220.1,0.1,0.1
Great Britain,Monthly,August 2007,Thousands,Total,56.7,49.4,0.6,[low],[low],[low],0.1,[low],[low],[low],[low],106.9,0.1,0.1
Great Britain,Monthly,September 2007,Thousands,Total,268.3,220.6,3.1,[low],[low],[low],0.1,[low],[low],[low],[low],492.2,0.1,0.1
Great Britain,Monthly,October 2007,Thousands,Total,104.8,107.2,1.2,[low],[low],[low],0.1,[low],[low],0.1,[low],213.4,0.1,0.1
Great Britain,Monthly,November 2007,Thousands,Total,96.8,106.9,1.2,[low],[low],[low],0.1,[low],[low],[low],[low],205.0,0.1,0.1
Great Britain,Monthly,December 2007,Thousands,Total,87.7,87.0,0.7,[low],[low],[low],0.1,[low],[low],[low],[low],175.5,0.1,0.1
Great Britain,Monthly,January 2008,Thousands,Total,93.5,97.2,1.3,[low],[low],[low],[low],[low],[low],[low],[low],192.0,[low],[low]
Great Britain,Monthly,February 2008,Thousands,Total,43.6,47.9,0.3,[low],[low],[low],0.1,[low],[low],[low],[low],91.9,0.1,0.1
Great Britain,Monthly,March 2008,Thousands,Total,285.9,239.8,2.9,[low],[low],[low],0.1,[low],[low],[low],[low],528.8,0.1,0.1
Great Britain,Monthly,April 2008,Thousands,Total,108.2,109.5,1.3,[low],[low],[low],0.1,[low],[low],[low],[low],219.1,0.1,0.1
Great Britain,Monthly,May 2008,Thousands,Total,111.4,109.4,1.4,[low],[low],[low],0.1,[low],[low],[low],[low],222.3,0.1,0.1
Great Britain,Monthly,June 2008,Thousands,Total,133.0,122.0,1.4,[low],[low],[low],0.1,[low],[low],0.1,[low],256.5,0.1,0.1
Great Britain,Monthly,July 2008,Thousands,Total,98.3,93.2,1.4,[low],[low],[low],0.1,[low],[low],[low],[low],193.0,0.1,0.1
Great Britain,Monthly,August 2008,Thousands,Total,45.6,42.2,0.5,[low],[low],[low],0.1,[low],[low],[low],[low],88.4,0.1,0.1
Great Britain,Monthly,September 2008,Thousands,Total,203.1,183.5,2.7,[low],[low],[low],0.1,[low],[low],[low],[low],389.4,0.1,0.1
